Temperature ( C) , Humidity ( %) , Light ( lx) , Battery ( %) , Solar Panel ( V) , Carbon Monxide ( kOhm) , Nitrogen Dioxide ( kOhm) , Noise ( dB) , UTC
19.40,53.40,4540.80,68.10,0.00,476.94,18.16,1.00,2016-01-21 15:45:57
19.50,53.30,4540.80,68.10,0.00,472.96,18.35,1.00,2016-01-21 15:46:27
19.40,53.50,4540.80,68.20,0.00,476.91,18.26,1.00,2016-01-21 15:46:57
19.40,53.30,4540.80,67.70,0.00,476.89,18.53,1.00,2016-01-21 15:47:27
19.40,53.40,4540.80,67.70,0.00,476.91,18.44,1.00,2016-01-21 15:47:57
19.20,53.80,4540.80,67.80,0.00,468.89,18.52,1.00,2016-01-21 15:48:27
19.20,53.80,4540.80,67.70,0.00,469.01,18.62,1.00,2016-01-21 15:48:57
19.10,54.10,4540.80,67.80,0.00,469.22,18.62,1.00,2016-01-21 15:49:27
19.00,54.20,4540.80,67.80,0.00,465.09,18.70,1.00,2016-01-21 15:49:57
19.00,54.20,4540.80,67.80,0.00,468.97,18.79,1.00,2016-01-21 15:50:27
19.10,54.10,4540.80,67.70,0.00,472.88,18.71,1.00,2016-01-21 15:50:57
19.10,53.90,4540.80,67.70,0.00,468.89,18.63,1.00,2016-01-21 15:51:28
19.10,53.90,4540.80,67.70,0.00,465.14,18.62,1.00,2016-01-21 15:51:58
19.20,53.80,4540.80,67.70,0.00,469.02,18.71,1.00,2016-01-21 15:52:28
19.20,53.80,4540.80,67.70,0.00,469.05,18.71,1.00,2016-01-21 15:52:58
19.20,53.80,4540.80,67.70,0.00,467.67,18.71,1.00,2016-01-21 15:53:28
19.20,53.70,4540.80,67.80,0.00,466.63,18.70,1.00,2016-01-21 15:53:58
19.30,53.70,4540.80,67.80,0.00,465.05,18.66,1.00,2016-01-21 15:54:28
19.30,53.70,4540.80,67.80,0.00,465.15,18.71,29.96,2016-01-21 15:54:58
19.30,53.60,4540.80,67.80,0.00,465.09,18.70,1.00,2016-01-21 15:55:28
19.30,53.60,4540.80,67.70,0.00,465.14,18.70,1.00,2016-01-21 15:55:58
19.30,53.60,4540.80,67.70,0.00,465.15,18.71,1.00,2016-01-21 15:56:28
19.30,53.60,4540.80,67.80,0.00,468.12,18.79,1.00,2016-01-21 15:56:58
19.30,53.50,4540.80,67.80,0.00,465.07,18.79,1.00,2016-01-21 15:57:29
19.20,53.60,4540.80,67.70,0.00,465.14,18.80,1.00,2016-01-21 15:57:59
19.20,53.70,4540.80,67.80,0.00,465.08,18.79,1.00,2016-01-21 15:58:29
19.20,53.60,4540.80,67.70,0.00,465.18,18.87,1.00,2016-01-21 15:58:59
19.20,53.60,4540.80,67.70,0.00,461.38,18.80,1.00,2016-01-21 15:59:29
19.20,53.70,4540.80,67.80,0.00,461.23,18.79,1.00,2016-01-21 15:59:59
19.20,53.70,4540.80,67.70,0.00,462.92,18.80,1.00,2016-01-21 16:00:29
19.30,53.70,4540.80,67.70,0.00,465.14,18.80,1.00,2016-01-21 16:00:59
19.20,53.60,4540.80,67.80,0.00,465.09,18.79,65.84,2016-01-21 16:01:29
19.20,53.70,4540.80,67.80,0.00,463.78,18.83,1.00,2016-01-21 16:01:59
19.20,53.70,4540.80,67.70,0.00,465.14,18.80,64.07,2016-01-21 16:02:29
19.30,53.60,4540.80,67.70,0.00,465.16,18.80,17.21,2016-01-21 16:02:59
19.30,53.60,4540.80,67.70,0.00,465.15,18.80,29.96,2016-01-21 16:03:29
19.30,53.60,4540.80,67.70,0.00,465.16,18.80,1.00,2016-01-21 16:04:00
19.30,53.50,4540.80,67.70,0.00,465.16,18.80,68.66,2016-01-21 16:04:30
19.30,53.60,4540.80,67.80,0.00,465.11,18.82,1.00,2016-01-21 16:05:00
19.30,53.60,4540.80,67.80,0.00,465.08,18.79,1.00,2016-01-21 16:05:30
19.30,53.60,4540.80,67.70,0.00,461.36,18.86,1.00,2016-01-21 16:06:00
19.30,53.70,4540.80,67.70,0.00,465.19,18.81,1.00,2016-01-21 16:06:30
19.30,53.60,4540.80,67.80,0.00,464.73,18.79,1.00,2016-01-21 16:07:00
19.30,53.80,4540.80,67.30,0.00,465.12,18.88,1.00,2016-01-21 16:07:30
19.20,53.70,4540.80,67.40,0.00,465.00,18.88,1.00,2016-01-21 16:08:00
19.30,53.80,4540.80,67.40,0.00,465.04,18.88,1.00,2016-01-21 16:08:30
19.30,53.60,4540.80,67.40,0.00,465.01,18.88,1.00,2016-01-21 16:09:00
19.30,53.80,4540.80,67.30,0.00,465.18,18.89,1.00,2016-01-21 16:09:30
19.30,53.70,4540.80,67.40,0.00,465.02,18.88,1.00,2016-01-21 16:10:01
19.30,53.80,4540.80,67.30,0.00,465.15,18.89,1.00,2016-01-21 16:10:31
19.30,53.70,4540.80,67.40,0.00,465.01,18.91,1.00,2016-01-21 16:11:01
19.30,53.80,4540.80,67.40,0.00,465.09,18.90,1.00,2016-01-21 16:11:31
19.30,53.70,4540.80,67.40,0.00,464.98,19.05,1.00,2016-01-21 16:12:01
19.30,53.80,4540.80,67.30,0.00,465.18,19.06,1.00,2016-01-21 16:12:31
19.30,53.90,4540.80,67.30,0.00,465.14,19.06,1.00,2016-01-21 16:13:01
19.30,53.90,4540.80,67.30,0.00,461.32,18.98,1.00,2016-01-21 16:13:31
19.20,53.90,4540.80,67.30,0.00,465.14,19.06,66.85,2016-01-21 16:14:01
19.20,54.00,4540.80,67.40,0.00,461.22,19.05,1.00,2016-01-21 16:14:31
19.20,54.00,4540.80,67.40,0.00,465.05,19.05,9.39,2016-01-21 16:15:01
19.20,54.40,4540.80,67.40,0.00,465.05,19.06,1.00,2016-01-21 16:15:31
19.20,54.40,4540.80,67.40,0.00,465.05,19.14,64.64,2016-01-21 16:16:01
19.00,54.90,4540.80,67.40,0.00,465.02,19.23,68.55,2016-01-21 16:16:32
19.10,54.90,4540.80,67.40,0.00,465.00,19.23,84.88,2016-01-21 16:17:02
19.10,55.90,4540.80,67.40,0.00,432.43,19.14,65.33,2016-01-21 16:17:32
19.00,55.40,4540.80,67.50,0.00,466.47,19.23,20.41,2016-01-21 16:18:02
19.00,55.30,4540.80,67.40,0.00,465.00,19.23,1.00,2016-01-21 16:18:32
19.20,54.80,4540.80,67.40,0.00,465.00,19.23,55.69,2016-01-21 16:19:02
19.20,54.60,4540.80,67.40,0.00,464.86,19.24,1.00,2016-01-21 16:19:32
19.30,54.40,4540.80,67.40,0.00,465.09,19.24,1.00,2016-01-21 16:20:02
19.30,54.30,4540.80,67.30,0.00,465.12,19.24,1.00,2016-01-21 16:20:32
19.30,54.20,4540.80,67.30,0.00,461.11,19.24,1.00,2016-01-21 16:21:02
19.30,54.20,4540.80,67.40,0.00,461.23,19.24,1.00,2016-01-21 16:21:32
19.30,54.10,4540.80,67.40,0.00,461.23,19.24,1.00,2016-01-21 16:22:02
19.30,54.10,4540.80,67.40,0.00,461.28,19.24,1.00,2016-01-21 16:22:33
19.30,54.00,4540.80,67.40,0.00,459.47,19.24,1.00,2016-01-21 16:23:03
19.30,54.10,4540.80,67.30,0.00,461.32,19.24,1.00,2016-01-21 16:23:33
19.30,54.10,4540.80,67.40,0.00,461.28,19.24,64.01,2016-01-21 16:24:03
19.30,54.00,4540.80,67.40,0.00,457.46,19.23,1.00,2016-01-21 16:24:33
19.30,54.00,4540.80,67.30,0.00,457.54,19.24,1.00,2016-01-21 16:25:03
19.30,54.00,4540.80,67.40,0.00,457.48,19.24,1.00,2016-01-21 16:25:33
19.30,54.00,4540.80,67.40,0.00,457.47,19.24,1.00,2016-01-21 16:26:03
19.30,54.00,4540.80,67.40,0.00,457.48,19.24,1.00,2016-01-21 16:26:33
19.30,54.00,4540.80,67.30,0.00,457.56,19.31,1.00,2016-01-21 16:27:03
19.30,53.90,4540.80,67.40,0.00,457.50,19.33,1.00,2016-01-21 16:27:33
19.30,54.00,4540.80,67.40,0.00,457.51,19.33,60.06,2016-01-21 16:28:03
19.30,54.00,4540.80,67.30,0.00,461.36,19.34,1.00,2016-01-21 16:28:33
19.30,54.00,4540.80,67.30,0.00,457.55,19.33,1.00,2016-01-21 16:29:04
19.40,53.90,4540.80,66.90,0.00,457.54,19.33,1.00,2016-01-21 16:29:34
19.30,53.90,4540.80,67.00,0.00,457.48,19.33,29.96,2016-01-21 16:30:04
19.40,53.90,4540.80,66.90,0.00,457.54,19.41,19.82,2016-01-21 16:30:34
19.40,53.80,4540.80,67.00,0.00,457.50,19.42,1.00,2016-01-21 16:31:04
19.40,53.80,4540.80,66.90,0.00,457.59,19.43,1.00,2016-01-21 16:31:34
19.30,53.90,4540.80,67.00,0.00,457.50,19.42,1.00,2016-01-21 16:32:04
19.30,54.00,4540.80,66.90,0.00,457.55,19.43,1.00,2016-01-21 16:32:34
19.30,54.10,4540.80,66.90,0.00,457.52,19.42,1.00,2016-01-21 16:33:04
19.30,54.10,4540.80,67.00,0.00,457.44,19.42,1.00,2016-01-21 16:33:34
19.40,54.20,4540.80,67.00,0.00,457.50,19.42,1.00,2016-01-21 16:34:04
19.40,54.10,4540.80,66.90,0.00,457.54,19.51,1.00,2016-01-21 16:34:34
19.40,54.20,4540.80,66.90,0.00,457.54,19.48,1.00,2016-01-21 16:35:04
19.40,54.00,4540.80,66.90,0.00,457.51,19.52,1.00,2016-01-21 16:35:35
19.40,54.00,4540.80,67.00,0.00,457.48,19.52,1.00,2016-01-21 16:36:05
19.40,53.90,4540.80,67.00,0.00,457.47,19.52,1.00,2016-01-21 16:36:35
19.40,54.10,4540.80,66.90,0.00,457.52,19.52,1.00,2016-01-21 16:37:05
19.40,54.00,4540.80,66.90,0.00,457.52,19.52,1.00,2016-01-21 16:37:35
19.40,54.00,4540.80,66.90,0.00,457.54,19.52,29.67,2016-01-21 16:38:05
19.40,54.10,4540.80,66.90,0.00,457.51,19.52,1.00,2016-01-21 16:38:35
19.40,54.00,4540.80,66.90,0.00,456.10,19.52,1.00,2016-01-21 16:39:05
19.30,54.10,4540.80,66.90,0.00,457.59,19.62,1.00,2016-01-21 16:39:35
19.30,54.00,4540.80,67.00,0.00,457.50,19.61,1.00,2016-01-21 16:40:05
19.40,54.10,4540.80,66.90,0.00,457.58,19.62,1.00,2016-01-21 16:40:35
19.40,54.10,4540.80,66.90,0.00,457.51,19.61,1.00,2016-01-21 16:41:05
19.30,54.10,4540.80,66.90,0.00,457.55,19.70,1.00,2016-01-21 16:41:36
19.40,54.10,4540.80,66.90,0.00,457.55,19.69,1.00,2016-01-21 16:42:06
19.40,54.10,4540.80,66.90,0.00,457.46,19.69,1.00,2016-01-21 16:42:36
19.40,54.10,4540.80,66.90,0.00,457.54,19.71,1.00,2016-01-21 16:43:06
19.40,54.00,4540.80,66.90,0.00,450.19,19.71,1.00,2016-01-21 16:43:36
19.40,54.10,4540.80,66.90,0.00,453.86,19.70,1.00,2016-01-21 16:44:06
19.40,54.00,4540.80,66.90,0.00,453.81,19.71,1.00,2016-01-21 16:44:36
19.40,54.10,4540.80,67.00,0.00,453.77,19.70,1.00,2016-01-21 16:45:06
19.40,54.00,4540.80,67.00,0.00,453.75,19.70,1.00,2016-01-21 16:45:36
19.40,54.10,4540.80,66.90,0.00,457.54,19.71,1.00,2016-01-21 16:46:06
19.40,54.10,4540.80,66.90,0.00,453.82,19.71,1.00,2016-01-21 16:46:36
19.40,54.00,4540.80,67.00,0.00,453.75,19.70,71.21,2016-01-21 16:47:06
19.40,54.10,4540.80,66.90,0.00,453.85,19.73,1.00,2016-01-21 16:47:36
19.40,54.10,4540.80,67.00,0.00,453.70,19.71,1.00,2016-01-21 16:48:07
19.30,54.10,4540.80,66.90,0.00,453.85,19.85,1.00,2016-01-21 16:48:37
19.30,54.10,4540.80,66.90,0.00,450.39,19.85,1.00,2016-01-21 16:49:07
19.30,54.10,4540.80,66.90,0.00,453.77,19.85,1.00,2016-01-21 16:49:37
19.30,54.20,4540.80,67.00,0.00,453.64,19.84,1.00,2016-01-21 16:50:07
19.30,54.10,4540.80,67.00,0.00,453.74,19.84,1.00,2016-01-21 16:50:37
19.30,54.20,4540.80,66.50,0.00,450.80,19.85,1.00,2016-01-21 16:51:07
19.30,54.20,4540.80,66.90,0.00,452.54,19.85,1.00,2016-01-21 16:51:37
19.30,54.20,4540.80,66.50,0.00,453.70,19.93,1.00,2016-01-21 16:52:07
19.30,54.10,4540.80,66.50,0.00,450.14,19.94,1.00,2016-01-21 16:52:37
19.30,54.40,4540.80,66.90,0.00,453.81,20.04,1.00,2016-01-21 16:53:07
19.40,54.30,4540.80,66.50,0.00,453.78,20.04,1.00,2016-01-21 16:53:37
19.30,54.30,4540.80,66.50,0.00,453.83,20.04,1.00,2016-01-21 16:54:08
19.30,54.40,4540.80,66.50,0.00,453.89,20.04,1.00,2016-01-21 16:54:38
19.30,54.30,4540.80,66.50,0.00,453.77,20.04,1.00,2016-01-21 16:55:08
19.30,54.20,4540.80,66.50,0.00,453.52,20.03,1.00,2016-01-21 16:55:38
19.30,54.20,4540.80,66.50,0.00,450.82,20.04,1.00,2016-01-21 16:56:08
19.30,54.30,4540.80,66.50,0.00,452.12,20.04,1.00,2016-01-21 16:56:38
19.30,54.20,4540.80,66.50,0.00,450.18,20.04,1.00,2016-01-21 16:57:08
19.30,54.20,4540.80,66.50,0.00,450.11,20.04,1.00,2016-01-21 16:57:38
19.30,54.20,4540.80,66.50,0.00,450.14,20.04,1.00,2016-01-21 16:58:08
19.30,54.30,4540.80,66.50,0.00,450.22,20.04,1.00,2016-01-21 16:58:38
19.30,54.40,4540.80,66.50,0.00,453.66,20.14,1.00,2016-01-21 16:59:08
19.30,54.30,4540.80,66.50,0.00,450.18,20.04,1.00,2016-01-21 16:59:38
19.30,54.30,4540.80,66.50,0.00,450.10,20.04,1.00,2016-01-21 17:00:08
19.30,54.30,4540.80,66.50,0.00,450.13,20.14,1.00,2016-01-21 17:00:39
19.30,54.40,4540.80,66.50,0.00,450.13,20.14,1.00,2016-01-21 17:01:09
19.30,54.40,4540.80,66.50,0.00,451.35,20.13,1.00,2016-01-21 17:01:39
19.30,54.40,4540.80,66.50,0.00,450.18,20.14,1.00,2016-01-21 17:02:09
19.20,54.50,4540.80,66.50,0.00,450.15,20.14,1.00,2016-01-21 17:02:39
19.20,54.70,4540.80,66.50,0.00,443.11,20.14,1.00,2016-01-21 17:03:09
19.20,54.60,4540.80,66.50,0.00,450.14,20.14,1.00,2016-01-21 17:03:39
19.20,54.60,4540.80,66.50,0.00,450.19,20.14,1.00,2016-01-21 17:04:09
19.20,54.50,4540.80,66.50,0.00,446.51,20.13,1.00,2016-01-21 17:04:39
19.30,54.40,4540.80,66.50,0.00,450.11,20.14,73.43,2016-01-21 17:05:09
19.20,54.70,4540.80,66.50,0.00,453.77,20.23,75.63,2016-01-21 17:05:39
19.20,54.70,4540.80,66.50,0.00,453.78,20.33,1.00,2016-01-21 17:06:09
19.30,54.60,4540.80,66.50,0.00,453.71,20.33,1.00,2016-01-21 17:06:40
19.20,54.80,4540.80,66.50,0.00,453.72,20.34,1.00,2016-01-21 17:07:10
19.10,55.00,4540.80,66.50,0.00,453.70,20.42,1.00,2016-01-21 17:07:40
19.10,55.20,4540.80,66.50,0.00,453.77,20.43,1.00,2016-01-21 17:08:10
19.00,55.30,4540.80,66.50,0.00,450.15,20.43,1.00,2016-01-21 17:08:40
19.00,55.30,4540.80,66.50,0.00,439.42,20.51,1.00,2016-01-21 17:09:10
19.00,55.20,4540.80,66.50,0.00,422.39,20.42,1.00,2016-01-21 17:09:40
18.90,55.40,4540.80,66.50,0.00,425.62,20.38,1.00,2016-01-21 17:10:10
18.90,55.30,4540.80,66.50,0.00,425.69,20.33,1.00,2016-01-21 17:10:40
18.90,55.20,4540.80,66.50,0.00,412.75,20.33,1.00,2016-01-21 17:11:10
19.00,55.10,4540.80,66.50,0.00,419.18,20.13,60.06,2016-01-21 17:11:40
19.00,55.00,4540.80,66.50,0.00,409.67,20.04,49.58,2016-01-21 17:12:10
19.10,54.90,4540.80,66.50,0.00,406.53,19.85,1.00,2016-01-21 17:12:40
19.10,54.70,4540.80,66.50,0.00,397.38,19.84,1.00,2016-01-21 17:13:11
19.10,54.80,4540.80,66.50,0.00,394.49,19.75,29.96,2016-01-21 17:13:41
19.10,54.70,4540.80,66.50,0.00,397.37,19.75,47.11,2016-01-21 17:14:11
19.20,54.70,4540.80,66.50,0.00,391.50,19.65,1.00,2016-01-21 17:14:41
19.10,54.70,4540.80,66.50,0.00,391.59,19.66,1.00,2016-01-21 17:15:11
19.20,54.60,4540.80,66.00,0.00,391.54,19.66,1.00,2016-01-21 17:15:41
19.20,54.60,4540.80,66.00,0.00,397.44,19.61,1.00,2016-01-21 17:16:11
19.10,54.60,4540.80,66.00,0.00,400.46,19.57,1.00,2016-01-21 17:16:41
19.20,54.70,4540.80,66.10,0.00,400.34,19.56,1.00,2016-01-21 17:17:11
19.20,54.60,4540.80,66.00,0.00,397.42,19.56,1.00,2016-01-21 17:17:41
19.20,54.60,4540.80,66.10,0.00,395.81,19.55,1.00,2016-01-21 17:18:11
19.20,54.60,4540.80,66.00,0.00,394.46,19.49,1.00,2016-01-21 17:18:41
19.20,54.60,4540.80,66.00,0.00,400.43,19.56,1.00,2016-01-21 17:19:12
19.20,54.50,4540.80,66.00,0.00,397.41,19.47,1.00,2016-01-21 17:19:42
19.20,54.50,4540.80,66.00,0.00,400.35,19.56,1.00,2016-01-21 17:20:12
19.20,54.50,4540.80,66.00,0.00,400.49,19.55,76.15,2016-01-21 17:20:42
19.20,54.50,4540.80,66.00,0.00,400.43,19.56,64.94,2016-01-21 17:21:12
19.30,54.50,4540.80,66.00,0.00,403.47,19.56,74.53,2016-01-21 17:21:42
19.30,54.40,4540.80,66.00,0.00,400.46,19.56,75.39,2016-01-21 17:22:12
19.20,54.40,4540.80,66.00,0.00,403.84,19.52,1.00,2016-01-21 17:22:42
19.20,54.50,4540.80,66.00,0.00,402.71,19.56,70.89,2016-01-21 17:23:12
19.20,54.50,4540.80,66.10,0.00,403.37,19.56,70.95,2016-01-21 17:23:42
19.20,54.40,4540.80,66.00,0.00,406.46,19.56,60.06,2016-01-21 17:24:12
19.20,54.50,4540.80,66.10,0.00,406.44,19.56,1.00,2016-01-21 17:24:42
19.20,54.50,4540.80,66.10,0.00,406.43,19.60,1.00,2016-01-21 17:25:12
19.20,54.60,4540.80,66.00,0.00,409.66,19.66,1.00,2016-01-21 17:25:43
19.20,54.60,4540.80,66.00,0.00,406.68,19.66,1.00,2016-01-21 17:26:13
19.20,54.70,4540.80,66.00,0.00,412.78,19.66,1.00,2016-01-21 17:26:43
19.20,54.80,4540.80,66.00,0.00,422.42,19.75,1.00,2016-01-21 17:27:13
19.20,55.00,4540.80,66.10,0.00,435.43,20.03,1.00,2016-01-21 17:27:43
19.20,54.90,4540.80,66.10,0.00,439.33,20.23,1.00,2016-01-21 17:28:13
19.10,55.20,4540.80,66.10,0.00,442.81,20.32,77.08,2016-01-21 17:28:43
19.10,55.10,4540.80,66.10,0.00,432.40,20.23,71.41,2016-01-21 17:29:13
19.00,55.20,4540.80,66.10,0.00,439.25,20.32,75.59,2016-01-21 17:29:43
19.00,55.50,4540.80,66.10,0.00,439.36,20.43,84.34,2016-01-21 17:30:13
19.00,55.50,4540.80,66.10,0.00,442.76,20.63,81.12,2016-01-21 17:30:43
19.00,55.40,4540.80,66.00,0.00,439.39,20.54,1.00,2016-01-21 17:31:13
19.00,55.60,4540.80,66.10,0.00,439.34,20.54,85.68,2016-01-21 17:31:43
19.00,57.60,4540.80,66.20,0.00,439.21,20.33,82.91,2016-01-21 17:32:14
19.10,55.30,4540.80,66.10,0.00,441.30,20.53,1.00,2016-01-21 17:32:44
19.10,54.70,4540.80,66.00,0.00,435.76,20.44,81.07,2016-01-21 17:33:14
19.20,54.70,4540.80,66.10,0.00,432.77,20.40,75.54,2016-01-21 17:33:44
19.30,54.40,4540.80,66.10,0.00,435.93,20.35,80.11,2016-01-21 17:34:14
19.30,54.40,4540.80,66.00,0.00,439.38,20.44,1.00,2016-01-21 17:34:44
19.30,54.50,4540.80,66.00,0.00,435.89,20.54,72.02,2016-01-21 17:35:14
19.30,54.20,4540.80,66.00,0.00,435.92,20.44,1.00,2016-01-21 17:35:44
19.30,54.40,4540.80,66.00,0.00,432.49,20.36,23.01,2016-01-21 17:36:14
19.40,54.20,4540.80,66.00,0.00,429.10,20.35,72.88,2016-01-21 17:36:44
19.40,54.10,4540.80,66.00,0.00,429.08,20.34,76.33,2016-01-21 17:37:14
19.30,54.20,4540.80,66.10,0.00,426.54,20.34,84.64,2016-01-21 17:37:44
19.30,54.00,4540.80,66.00,0.00,432.49,20.34,54.79,2016-01-21 17:38:15
19.30,54.10,4540.80,66.10,0.00,432.40,20.34,81.22,2016-01-21 17:38:45
19.40,54.20,4540.80,66.00,0.00,432.25,20.35,29.96,2016-01-21 17:39:15
19.40,54.20,4540.80,66.00,0.00,425.76,20.34,82.46,2016-01-21 17:39:45
19.40,54.00,4540.80,66.00,0.00,429.09,20.34,85.14,2016-01-21 17:40:15
19.30,53.90,4540.80,66.00,0.00,428.14,20.35,79.32,2016-01-21 17:40:45
19.40,54.00,4540.80,66.00,0.00,425.79,20.33,81.74,2016-01-21 17:41:15
19.40,54.10,4540.80,66.00,0.00,425.79,20.35,77.22,2016-01-21 17:41:45
19.50,53.90,4540.80,66.00,0.00,425.75,20.34,76.29,2016-01-21 17:42:15
19.50,54.10,4540.80,66.00,0.00,425.97,20.35,70.81,2016-01-21 17:42:45
19.50,54.00,4540.80,66.00,0.00,425.88,20.35,1.00,2016-01-21 17:43:15
19.60,54.00,4540.80,66.00,0.00,429.08,20.34,1.00,2016-01-21 17:43:45
19.60,54.10,4540.80,66.00,0.00,429.09,20.37,1.00,2016-01-21 17:44:15
19.60,54.20,4540.80,66.00,0.00,425.80,20.35,49.53,2016-01-21 17:44:46
19.50,54.40,4540.80,65.70,0.00,428.98,20.53,1.00,2016-01-21 17:45:16
19.50,54.50,4540.80,65.60,0.00,432.52,20.54,1.00,2016-01-21 17:45:46
19.50,54.60,4540.80,65.60,0.00,429.11,20.54,6.50,2016-01-21 17:46:16
19.40,54.50,4540.80,65.60,0.00,425.79,20.45,1.00,2016-01-21 17:46:46
19.40,54.80,4540.80,65.70,0.00,425.61,20.43,77.81,2016-01-21 17:47:16
19.40,54.90,4540.80,65.60,0.00,422.41,20.54,88.57,2016-01-21 17:47:46
19.30,55.40,4540.80,65.70,0.00,432.36,20.53,83.02,2016-01-21 17:48:16
18.00,61.00,4540.80,66.80,0.00,454.92,4.80,78.64,2016-01-21 19:07:28
17.90,60.90,4540.80,66.00,0.00,507.61,3.99,29.91,2016-01-21 19:07:58
17.90,61.10,4540.80,65.80,0.00,539.61,6.29,1.00,2016-01-21 19:08:28
17.90,60.90,4540.80,66.30,0.00,543.55,8.12,1.00,2016-01-21 19:08:58
18.10,60.50,4540.80,66.20,0.00,548.63,9.52,1.00,2016-01-21 19:09:28
18.20,60.40,4540.80,66.20,0.00,548.64,10.51,1.00,2016-01-21 19:09:59
18.30,60.00,4540.80,66.20,0.00,546.74,11.27,1.00,2016-01-21 19:10:29
18.40,59.70,4540.80,66.10,0.00,547.15,11.96,72.14,2016-01-21 19:10:59
18.60,59.10,4540.80,66.20,0.00,543.72,12.49,66.58,2016-01-21 19:11:29
18.80,58.70,4540.80,66.10,0.00,543.78,13.03,66.92,2016-01-21 19:11:59
18.90,58.30,4540.80,66.10,0.00,539.00,13.38,1.00,2016-01-21 19:12:29
19.00,58.10,4540.80,66.00,0.00,538.94,13.68,1.00,2016-01-21 19:12:59
19.10,57.90,4540.80,66.00,0.00,534.52,14.04,1.00,2016-01-21 19:13:29
19.10,57.80,4540.80,66.00,0.00,532.78,14.30,1.00,2016-01-21 19:13:59
19.20,57.80,4540.80,66.10,0.00,529.17,14.57,30.54,2016-01-21 19:14:29
19.20,57.50,4540.80,65.60,0.00,524.53,14.76,72.81,2016-01-21 19:14:59
19.20,57.50,4540.80,65.60,0.00,524.62,14.98,1.00,2016-01-21 19:15:29
19.30,57.40,4540.80,65.60,0.00,506.39,15.19,83.00,2016-01-21 19:15:59
19.30,57.40,4540.80,65.50,0.00,510.95,15.41,1.00,2016-01-21 19:16:29
19.30,57.30,4540.80,65.60,0.00,506.34,15.56,1.00,2016-01-21 19:17:00
19.40,57.10,4540.80,65.60,0.00,506.36,15.71,1.00,2016-01-21 19:17:30
19.40,57.00,4540.80,65.50,0.00,502.32,15.87,1.00,2016-01-21 19:18:00
19.40,57.00,4540.80,65.50,0.00,502.08,16.02,1.00,2016-01-21 19:18:30
19.40,56.90,4540.80,65.60,0.00,498.41,16.11,1.00,2016-01-21 19:19:00
19.50,56.80,4540.80,65.50,0.00,502.05,16.36,1.00,2016-01-21 19:19:30
19.50,56.60,4540.80,65.60,0.00,497.71,16.44,1.00,2016-01-21 19:20:00
19.50,56.70,4540.80,65.50,0.00,500.33,16.60,1.00,2016-01-21 19:20:30
19.60,56.50,4540.80,65.50,0.00,497.72,16.68,1.00,2016-01-21 19:21:00
19.60,56.50,4540.80,65.60,0.00,493.42,16.75,1.00,2016-01-21 19:21:30
19.60,56.40,4540.80,65.50,0.00,493.35,16.84,85.94,2016-01-21 19:22:00
19.60,56.50,4540.80,65.60,0.00,493.44,17.00,82.29,2016-01-21 19:22:30
19.60,56.50,4540.80,65.60,0.00,489.20,17.00,1.00,2016-01-21 19:23:01
19.60,56.40,4540.80,65.60,0.00,493.38,17.17,1.00,2016-01-21 19:23:31
19.70,56.30,4540.80,65.60,0.00,489.20,17.24,1.00,2016-01-21 19:24:01
19.70,56.30,4540.80,65.50,0.00,489.27,17.32,1.00,2016-01-21 19:24:31
19.70,56.20,4540.80,65.60,0.00,487.06,17.40,1.00,2016-01-21 19:25:01
19.70,56.20,4540.80,65.50,0.00,485.85,17.49,1.00,2016-01-21 19:25:31
19.80,56.10,4540.80,65.60,0.00,487.81,17.61,1.00,2016-01-21 19:26:01
19.80,56.00,4540.80,65.50,0.00,485.11,17.66,1.00,2016-01-21 19:26:31
19.80,56.00,4540.80,65.50,0.00,485.09,17.75,1.00,2016-01-21 19:27:01
19.80,55.90,4540.80,65.50,0.00,485.15,17.87,1.00,2016-01-21 19:27:31
19.90,55.80,4540.80,65.60,0.00,480.89,17.94,1.00,2016-01-21 19:28:01
19.80,55.90,4540.80,65.60,0.00,480.93,17.95,1.00,2016-01-21 19:28:31
19.80,55.90,4540.80,65.50,0.00,481.05,18.04,1.00,2016-01-21 19:29:01
19.90,55.90,4540.80,65.60,0.00,480.96,18.13,1.00,2016-01-21 19:29:32
19.90,55.90,4540.80,65.60,0.00,480.96,18.13,1.00,2016-01-21 19:30:02
19.90,55.80,4540.80,65.60,0.00,476.87,18.21,1.00,2016-01-21 19:30:32
19.90,55.80,4540.80,65.50,0.00,477.01,18.30,1.00,2016-01-21 19:31:02
20.00,55.70,4540.80,65.50,0.00,476.97,18.30,1.00,2016-01-21 19:31:32
20.00,55.70,4540.80,65.60,0.00,476.21,18.38,1.00,2016-01-21 19:32:02
20.00,55.70,4540.80,65.50,0.00,476.97,18.39,1.00,2016-01-21 19:32:32
20.10,55.60,4540.80,65.20,0.00,476.91,18.48,1.00,2016-01-21 19:33:02
20.10,55.50,4540.80,65.10,0.00,476.34,18.57,1.00,2016-01-21 19:33:32
20.10,55.50,4540.80,65.10,0.00,473.02,18.57,1.00,2016-01-21 19:34:02
20.10,55.60,4540.80,65.50,0.00,472.53,18.57,1.00,2016-01-21 19:34:32
20.10,55.60,4540.80,65.50,0.00,472.73,18.57,1.00,2016-01-21 19:35:02
20.00,55.50,4540.80,65.20,0.00,472.92,18.75,1.00,2016-01-21 19:35:33
